label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
O,0.4028548,0.594439507,1.01E-07,0.52084285,0.538354337,0.025240865,0.615471005,0.472932011,0.021054665,0.691251576,0.43529278,-0.002687224,0.728113949,0.374233365,-0.024900837,0.55796212,0.270334035,0.064676084,0.637023151,0.165128276,0.023825385,0.695007682,0.230949581,-0.017970515,0.712790847,0.306523085,-0.039781302,0.529278994,0.256128132,0.023960516,0.633914888,0.139795363,-0.022282181,0.69446975,0.230588406,-0.063372843,0.702168286,0.323556244,-0.082022525,0.499638736,0.252952993,-0.022406086,0.608131766,0.145677999,-0.064183906,0.674931228,0.235930026,-0.083895035,0.689760387,0.32867533,-0.086078458,0.473278672,0.27087459,-0.068500333,0.576609194,0.201962322,-0.098594248,0.644397676,0.250143677,-0.106607608,0.674072862,0.309828192,-0.105318941
O,0.478744686,0.431301236,1.80E-08,0.531942904,0.4400675,0.008962745,0.581958413,0.429477662,0.008983421,0.62261951,0.426869571,0.000262389,0.645418286,0.406207114,-0.006737212,0.583393931,0.323072582,0.038436335,0.631556094,0.29007405,0.022162098,0.64764148,0.335431397,0.003650789,0.643390596,0.376864672,-0.005687511,0.577308953,0.310819596,0.022146001,0.63396585,0.278181642,0.0039396,0.649136961,0.332344532,-0.013528693,0.640712619,0.377391607,-0.021199314,0.568995178,0.300734699,0.002029268,0.62964797,0.273464411,-0.01458696,0.64758724,0.326519102,-0.023094315,0.640938461,0.372512043,-0.0238885,0.559232593,0.29802832,-0.018609788,0.612350225,0.287970811,-0.030770479,0.635921419,0.324243307,-0.034208652,0.639692485,0.359018415,-0.03350256
O,0.379297346,0.452241302,-1.25E-09,0.420599192,0.453436673,0.00016066,0.466337323,0.432302207,-0.002833139,0.50389564,0.419137001,-0.011568581,0.519906104,0.394884884,-0.018618792,0.461227506,0.343351036,0.01913383,0.499789536,0.299632996,0.001694988,0.518642545,0.335003972,-0.014588079,0.517184854,0.368973404,-0.022252761,0.453114569,0.332930326,0.008682977,0.498473316,0.287804008,-0.009130078,0.516763926,0.331958711,-0.023408424,0.512040138,0.369299859,-0.0293935,0.442087352,0.324855357,-0.005171095,0.490018189,0.286626935,-0.021768995,0.509583831,0.330543399,-0.028693529,0.506543875,0.369523346,-0.028768154,0.429503709,0.322089493,-0.019862907,0.473632932,0.299139917,-0.032172401,0.495813787,0.327871501,-0.035290703,0.498986304,0.357876897,-0.034647226
O,0.33806172,0.577212393,5.71E-08,0.396918774,0.544942141,0.00254733,0.451024294,0.497154683,-0.003812604,0.493890703,0.4601143,-0.018512908,0.496888399,0.418430775,-0.031256679,0.409492552,0.386112392,0.024247246,0.442388028,0.308654785,0.00024818,0.478226751,0.335177183,-0.020883879,0.489657938,0.375971138,-0.030509468,0.392235577,0.38029772,0.008518077,0.439291567,0.298768044,-0.016882582,0.474706024,0.346136034,-0.034856662,0.478551805,0.398014635,-0.041013405,0.375246316,0.380863547,-0.011258793,0.425912708,0.307527989,-0.03489678,0.464182198,0.353457808,-0.041925576,0.472996831,0.405105233,-0.039755054,0.360391378,0.392505348,-0.031834494,0.412560642,0.343104839,-0.048928298,0.450529873,0.367602497,-0.051729213,0.465501368,0.402333319,-0.049294125
P,0.260998368,0.577531159,5.65E-07,0.337066442,0.538014174,0.002266833,0.385681719,0.484061062,-0.006832476,0.415355086,0.444356561,-0.020066172,0.443580031,0.405774206,-0.031436812,0.36319986,0.375178069,-0.012676642,0.437243819,0.365850925,-0.035185561,0.483873844,0.369414449,-0.051861912,0.522796869,0.376786888,-0.064007923,0.346288085,0.383094043,-0.027439399,0.42879045,0.447592884,-0.056730807,0.47319895,0.493332624,-0.067964219,0.506761134,0.522883296,-0.074884526,0.332863212,0.413984179,-0.042167835,0.405536056,0.49403429,-0.060820669,0.383825153,0.522210598,-0.052237306,0.360960931,0.524549186,-0.046456371,0.325395614,0.456851572,-0.058730703,0.383648157,0.517321467,-0.068077467,0.36833024,0.539262652,-0.05982516,0.35016188,0.535894275,-0.053047877
P,0.172244355,0.604758203,1.19E-06,0.247195274,0.497560233,0.002559573,0.335386574,0.413503617,-0.021174157,0.416684508,0.392024636,-0.050051577,0.476736277,0.362589657,-0.077783898,0.314106196,0.282369584,-0.056191627,0.440787464,0.280678749,-0.101002209,0.522049308,0.280142456,-0.135330185,0.590367079,0.283489108,-0.161581829,0.287734717,0.335635453,-0.085501321,0.434230596,0.424856603,-0.139383271,0.519829452,0.486383408,-0.162334338,0.587155938,0.529774964,-0.180264577,0.266305923,0.417849183,-0.111533232,0.403541774,0.514345407,-0.144276053,0.362944007,0.526866794,-0.125914365,0.317125589,0.511276484,-0.116278112,0.247861639,0.50617063,-0.140244991,0.363241464,0.572064519,-0.159434721,0.336086661,0.574112773,-0.142029196,0.297786504,0.555082738,-0.129408509
P,0.15643464,0.733030438,1.43E-06,0.241151527,0.575456321,0.003971756,0.36263895,0.472443253,-0.027480805,0.480407953,0.451773584,-0.06261757,0.568913817,0.438594609,-0.097592816,0.338289052,0.326178908,-0.098678201,0.523614466,0.327077985,-0.149719387,0.633221924,0.324916035,-0.184973478,0.721194804,0.329671919,-0.210071877,0.308630288,0.419032633,-0.129596367,0.504362702,0.514497876,-0.181925297,0.625236571,0.582084298,-0.198726043,0.708395362,0.641023695,-0.216140166,0.287732333,0.541962385,-0.153881654,0.474652082,0.647003233,-0.180940449,0.482503057,0.69550252,-0.158115193,0.45628643,0.718325138,-0.148121938,0.280087292,0.668519139,-0.180196002,0.43523857,0.736131549,-0.187653676,0.429580808,0.756513,-0.162198022,0.394500107,0.759380221,-0.14611195
P,0.285071284,0.49873358,6.03E-07,0.332539886,0.459893256,-0.002424432,0.390542746,0.437123626,-0.01339301,0.438726962,0.437619299,-0.026139144,0.475393862,0.43625167,-0.037490919,0.402146459,0.374164432,-0.02603111,0.47010529,0.393553227,-0.046818011,0.512330413,0.402711302,-0.059884112,0.546053648,0.409551322,-0.069264963,0.391043544,0.396665901,-0.036792826,0.456070244,0.46166274,-0.061273929,0.491963714,0.506010175,-0.069903359,0.518551469,0.535212636,-0.076017603,0.378435045,0.431705713,-0.046761576,0.429282427,0.505630851,-0.064444564,0.406784952,0.512631893,-0.056541704,0.386292964,0.499603391,-0.050409365,0.366313994,0.471999556,-0.057967063,0.406429082,0.524840236,-0.067908332,0.390299082,0.527740419,-0.060717851,0.37475124,0.513480186,-0.054423485
P,0.267144173,0.493091375,4.85E-07,0.313178569,0.461012542,0.001822013,0.354002148,0.427675784,-0.005252301,0.385967791,0.410015434,-0.015028303,0.412870944,0.391091466,-0.023743324,0.350183547,0.359605223,-0.012389859,0.405006319,0.360790968,-0.027578063,0.438670099,0.361060321,-0.03813104,0.466180623,0.360413194,-0.045988251,0.338837534,0.373491466,-0.02323759,0.399201661,0.418627828,-0.042351011,0.434473574,0.449897945,-0.049937278,0.462330759,0.469238371,-0.055311158,0.327887148,0.399616569,-0.033529859,0.37453112,0.456812441,-0.046986811,0.356297731,0.468468338,-0.040947735,0.340102315,0.462584704,-0.036714751,0.319247454,0.432189018,-0.044770587,0.357694209,0.474280119,-0.051892564,0.344166696,0.48295337,-0.045689188,0.33010605,0.4757303,-0.040675558
R,0.257180512,0.860707343,5.64E-07,0.315207064,0.81488961,-0.031251028,0.349635154,0.722244024,-0.044122223,0.335272193,0.63727963,-0.057206679,0.296915144,0.581191301,-0.067658678,0.317146301,0.603940248,-0.018336626,0.301115185,0.495677263,-0.041020703,0.285217494,0.43278569,-0.057158958,0.26854068,0.377654821,-0.069428325,0.276446104,0.600742042,-0.020810679,0.280954152,0.474627554,-0.048170779,0.300601333,0.419199497,-0.062519625,0.314118028,0.3779535,-0.070273153,0.234230578,0.624635994,-0.027797775,0.230362982,0.516021967,-0.068242833,0.255732179,0.578472316,-0.06898582,0.271539867,0.637383103,-0.059854146,0.194547191,0.669660151,-0.037706673,0.201026767,0.618778348,-0.072709985,0.224306867,0.653765023,-0.074162222,0.235498503,0.689185739,-0.068869345
R,0.238930911,0.95227313,8.46E-07,0.317933559,0.882807493,-0.047514495,0.374385506,0.742653966,-0.069161534,0.360996097,0.617988527,-0.091029793,0.297898322,0.541409612,-0.109072633,0.311616808,0.56805414,-0.024937456,0.291535884,0.417618155,-0.056887176,0.27068305,0.322491378,-0.079514593,0.248483792,0.23973316,-0.096693106,0.256073296,0.571548462,-0.028787231,0.254737794,0.390461683,-0.067211308,0.285085976,0.311332285,-0.087318465,0.305879056,0.250553101,-0.097757474,0.199140519,0.610820115,-0.039752912,0.203190237,0.461023271,-0.100071229,0.250235021,0.547624171,-0.103595294,0.273098618,0.626960278,-0.091688536,0.146604061,0.677981675,-0.054881383,0.168508202,0.607529461,-0.10775248,0.204248175,0.660118997,-0.111656912,0.214082003,0.711210907,-0.105046451
R,0.34909156,0.768458307,4.87E-07,0.391904593,0.72917366,-0.020036973,0.416433454,0.662475407,-0.029714249,0.413571954,0.603308141,-0.041080099,0.390582383,0.560418129,-0.050504599,0.387925535,0.577899992,-0.008544429,0.383361578,0.500571787,-0.025261641,0.378366798,0.452574253,-0.036852203,0.372419655,0.409951597,-0.045189243,0.362735212,0.577078581,-0.011914965,0.369873673,0.49090597,-0.031646017,0.393836856,0.450232625,-0.040644173,0.412377566,0.415036291,-0.045225278,0.33406058,0.594083786,-0.019027274,0.346259177,0.520896912,-0.049612917,0.365720302,0.570955157,-0.048794966,0.371704608,0.614397764,-0.040512774,0.306533605,0.626234114,-0.028032521,0.32476601,0.589810193,-0.053943366,0.341078401,0.616716325,-0.053717583,0.342020333,0.643518507,-0.048462715
R,0.318062872,0.725783229,3.65E-07,0.355789632,0.693952203,-0.016747976,0.378791332,0.629694283,-0.022378158,0.374566078,0.574645936,-0.028873945,0.350318164,0.542837322,-0.033578057,0.355021089,0.565400481,-0.003494956,0.347988904,0.496718436,-0.016067775,0.341305554,0.454727709,-0.025764516,0.334892035,0.419251084,-0.032905634,0.332767725,0.563418984,-0.005289217,0.335250884,0.490088731,-0.022115679,0.354085565,0.454868674,-0.031506397,0.368751377,0.429787278,-0.036299169,0.308097124,0.575648904,-0.010241297,0.316231728,0.511909544,-0.036720574,0.333891153,0.551456809,-0.039053198,0.340511352,0.590264082,-0.033747312,0.283891767,0.599146485,-0.016583627,0.297701865,0.56511569,-0.039359447,0.31083113,0.587849855,-0.04104349,0.312402904,0.613107741,-0.037792228
R,0.234368563,0.667515278,2.52E-07,0.264989376,0.643807411,-0.014656582,0.285635233,0.592026114,-0.018009517,0.277586579,0.543968797,-0.021241819,0.252611309,0.522257626,-0.023259094,0.280365855,0.546161056,-0.000931542,0.27683571,0.495775044,-0.01001961,0.268935114,0.459760666,-0.018013092,0.260140121,0.426863253,-0.024466073,0.259703934,0.53841871,-0.001292622,0.26877445,0.483196199,-0.013017648,0.274998695,0.453096569,-0.019753205,0.278730124,0.42754209,-0.02284609,0.238450035,0.544821262,-0.004231413,0.234935299,0.496899307,-0.024831526,0.239157051,0.527375996,-0.025804145,0.243352503,0.555332005,-0.020362668,0.217620268,0.562252998,-0.00848038,0.218078256,0.536199212,-0.025762642,0.2224866,0.555463612,-0.025310272,0.224523157,0.574359357,-0.02117691
S,0.328056693,0.70588845,-3.83E-07,0.410678655,0.643045783,-0.019213535,0.452343464,0.515051186,-0.020971727,0.41806671,0.406489462,-0.024522342,0.352640957,0.414571494,-0.02291495,0.404773951,0.456650019,0.017369874,0.421966851,0.369991392,-0.007174101,0.420052201,0.444858283,-0.023831911,0.408501357,0.489830703,-0.032638799,0.359486282,0.457212538,0.012821319,0.370708495,0.364332646,-0.019528624,0.379586428,0.460416019,-0.031020179,0.371295661,0.51241976,-0.028040325,0.313913465,0.469452769,0.002643581,0.322489679,0.38099736,-0.034229852,0.343993098,0.474125803,-0.027628038,0.337097108,0.527321875,-0.010699251,0.262846589,0.491607547,-0.009134414,0.290298879,0.422227472,-0.031221444,0.309787661,0.480770558,-0.019611765,0.301309735,0.522414148,-0.004385533
S,0.237614706,0.688399792,-2.90E-07,0.329010367,0.625898957,-0.014922365,0.37460044,0.503773868,-0.011733968,0.34259963,0.390039563,-0.011580347,0.273713171,0.388645679,-0.007489676,0.348407745,0.457207799,0.033698842,0.369391799,0.373072147,0.019788424,0.361057162,0.422427326,0.006510747,0.349707067,0.458692312,-0.001679758,0.300237328,0.448808551,0.030272162,0.310512424,0.365662158,0.005791531,0.310261011,0.440839201,-0.009787298,0.300652325,0.494193643,-0.011431106,0.251049787,0.45083344,0.021630757,0.258616626,0.363067865,-0.009601748,0.272987276,0.440598607,-0.012213519,0.266938508,0.498002321,-0.002836174,0.19508183,0.462691158,0.011956906,0.222074389,0.395526856,-0.0082255,0.237793535,0.447940797,-0.002733925,0.231551543,0.495849967,0.007438336
S,0.213291898,0.72208637,-2.47E-07,0.253895104,0.681298494,-0.008004134,0.275621593,0.60963279,-0.009044985,0.256053567,0.556396484,-0.011636212,0.221147969,0.559646845,-0.010561442,0.260160267,0.572728276,0.008293109,0.26843679,0.523765624,-0.005374701,0.265043676,0.566882968,-0.013864102,0.258716226,0.586833179,-0.018782046,0.232410163,0.57559371,0.003711081,0.236638635,0.531826138,-0.012553892,0.24051474,0.583022773,-0.016894815,0.236366272,0.599070191,-0.015858136,0.205305919,0.586089909,-0.003860136,0.207964972,0.54014051,-0.021541564,0.219395772,0.588131845,-0.015727794,0.215728208,0.60664469,-0.007212537,0.175990433,0.602338195,-0.012319382,0.188638538,0.567762792,-0.021392427,0.197845131,0.597051859,-0.013154149,0.192355081,0.612111688,-0.00489718
S,0.207449511,0.776172101,-2.80E-07,0.269981176,0.719326377,-0.024917856,0.308611333,0.608885765,-0.032895103,0.280675083,0.521677196,-0.041058097,0.224949479,0.529915094,-0.042701535,0.284798712,0.52810061,0.002909639,0.298987329,0.446692735,-0.021663457,0.293121874,0.514885604,-0.0374742,0.285026401,0.547733247,-0.046462502,0.240900695,0.533592284,6.55E-06,0.247229457,0.458893359,-0.029555092,0.252413213,0.531897664,-0.039998595,0.251023263,0.562177896,-0.039670527,0.197142377,0.552086711,-0.008504652,0.197495386,0.47510913,-0.038401406,0.218394145,0.539885223,-0.03437376,0.222567677,0.573692083,-0.023595426,0.14975065,0.579615891,-0.019714976,0.162063673,0.527716696,-0.03762117,0.183037639,0.56685245,-0.030055301,0.187962353,0.5947873,-0.019865543
S,0.290149182,0.732915521,-4.60E-07,0.382696986,0.667448878,-0.029501939,0.451992899,0.510441601,-0.037390046,0.42611593,0.383092463,-0.046040107,0.344030142,0.379651517,-0.046537168,0.410285473,0.384967238,0.008730273,0.439685732,0.282531291,-0.025375443,0.431563824,0.374286979,-0.049368527,0.411942929,0.419779241,-0.063599706,0.347182393,0.385238141,0.002427927,0.36623621,0.290255755,-0.036373816,0.373123467,0.39582482,-0.052188922,0.359275341,0.432661742,-0.054109771,0.284537792,0.405267477,-0.011205625,0.301338017,0.304739028,-0.054148342,0.324339032,0.407859981,-0.046819471,0.312396616,0.449146301,-0.031489372,0.215059489,0.438411742,-0.027823912,0.250656128,0.372154176,-0.055720806,0.272872746,0.438175887,-0.043090966,0.262287498,0.468740344,-0.027482335
T,0.234543458,0.728234649,-4.35E-07,0.306355894,0.6508919,-0.034237374,0.339700431,0.513607502,-0.045990404,0.312073499,0.396429062,-0.058008928,0.279375494,0.318282783,-0.064581767,0.330011696,0.438526839,-0.006487643,0.3524611,0.342521995,-0.060754716,0.341247201,0.394160092,-0.094077446,0.323326796,0.474478483,-0.105170697,0.270251602,0.448172539,-0.007763003,0.269618511,0.374920964,-0.068702295,0.282983571,0.482515395,-0.087482795,0.299055159,0.575516462,-0.0833878,0.211902708,0.472955137,-0.018259648,0.223883197,0.425548524,-0.080478355,0.243802086,0.535648525,-0.074922077,0.256715238,0.612947047,-0.051684652,0.153132051,0.51104027,-0.031177148,0.174508929,0.465635538,-0.070044212,0.19140996,0.537678063,-0.059472941,0.198609963,0.587589025,-0.039478585
T,0.244613841,0.673045635,-2.40E-07,0.287171066,0.628721774,-0.017641621,0.304027021,0.550387681,-0.024216633,0.287631482,0.481684089,-0.031498712,0.270261645,0.433231413,-0.035654958,0.299029708,0.505012155,-0.003309367,0.312421978,0.445401758,-0.033783339,0.303629845,0.470775098,-0.052141096,0.29212901,0.514490902,-0.058357462,0.263942927,0.511269271,-0.004935407,0.265956253,0.465046257,-0.039566882,0.273701966,0.525799751,-0.050464164,0.282533437,0.579405308,-0.048370995,0.229693234,0.5259341,-0.011442585,0.238106817,0.499100953,-0.047291823,0.251631439,0.560617387,-0.044829063,0.259916872,0.603851199,-0.032042071,0.195559174,0.547935724,-0.018989678,0.209801599,0.522321284,-0.041166391,0.222814158,0.561903,-0.035391007,0.229220957,0.589845479,-0.024315154
T,0.278552711,0.686874986,-2.99E-07,0.339277208,0.625199914,-0.02873286,0.363239467,0.507113338,-0.037822388,0.342362374,0.406665534,-0.047031723,0.317647427,0.338603854,-0.052336041,0.348378956,0.439688683,-0.00687289,0.366926193,0.358925998,-0.052368566,0.364198625,0.390574396,-0.079306446,0.35462904,0.449060112,-0.088057645,0.300801128,0.45058617,-0.008086442,0.306414545,0.386494011,-0.061126944,0.32230249,0.47646755,-0.077013291,0.336853594,0.553995013,-0.072865538,0.254179358,0.473309934,-0.016902227,0.269534767,0.434684873,-0.071838565,0.290280849,0.526319802,-0.068396069,0.303785354,0.589891672,-0.048561528,0.206531808,0.506445646,-0.027523533,0.228349447,0.468845278,-0.062428404,0.247231856,0.527766705,-0.05534213,0.256451696,0.568784475,-0.039337046
T,0.34519887,0.83024025,-2.10E-07,0.437528074,0.73790735,-0.051039658,0.467006207,0.55250001,-0.064385138,0.436640471,0.403924286,-0.078313313,0.408498377,0.280341983,-0.084456183,0.43651408,0.438146919,0.000724756,0.47325027,0.312520862,-0.073725633,0.486233473,0.361279905,-0.115535878,0.478602111,0.431232572,-0.12729165,0.36721158,0.449672759,0.000823655,0.393970937,0.341982067,-0.089642502,0.431455463,0.48847726,-0.117463849,0.451923966,0.602001309,-0.108317487,0.296746939,0.482023656,-0.013018056,0.338161618,0.413435489,-0.111581832,0.379512817,0.572254121,-0.108605571,0.396639645,0.675743461,-0.073021159,0.221418083,0.530832469,-0.029781714,0.270445228,0.474664211,-0.095982343,0.307543755,0.575525105,-0.088509746,0.318971992,0.643681765,-0.061413176
T,0.335883707,0.762010634,-2.87E-08,0.392714322,0.712571144,-0.030909656,0.423426777,0.587900877,-0.038046837,0.414490134,0.487931132,-0.045121454,0.398489207,0.405842334,-0.049798213,0.410207868,0.5215258,-0.00281308,0.435284346,0.452135801,-0.041807771,0.441040993,0.435368448,-0.064553596,0.434755981,0.440024257,-0.072591506,0.363507301,0.523941278,-0.003380251,0.379770219,0.455569565,-0.056171454,0.400392354,0.54300487,-0.070768714,0.410393,0.61609292,-0.064166851,0.315302461,0.542719305,-0.011179125,0.339214265,0.495449394,-0.07161431,0.363075078,0.595032334,-0.067480624,0.372044355,0.664573193,-0.044338707,0.263212293,0.57358706,-0.020330451,0.291971356,0.532452941,-0.062661186,0.317700833,0.594273865,-0.056426857,0.32664609,0.642150044,-0.038737677
U,0.3482337,0.843125939,7.59E-07,0.407762557,0.790979981,-0.032094155,0.43731758,0.689418316,-0.047341742,0.411464512,0.614045322,-0.064077064,0.366347104,0.563273609,-0.078332409,0.423637867,0.541490614,-0.022125788,0.433685869,0.42625773,-0.05249605,0.43677038,0.352964461,-0.070912555,0.434476942,0.289388239,-0.082000628,0.377709687,0.545932591,-0.031847522,0.392131805,0.410080552,-0.067927659,0.406608373,0.328448594,-0.088175073,0.413041145,0.258547246,-0.096411213,0.33128044,0.582782269,-0.046493974,0.339933068,0.512344718,-0.1027558,0.365108401,0.590996027,-0.110458836,0.375628769,0.64662683,-0.098718196,0.288802147,0.640563488,-0.063169494,0.312439501,0.605683088,-0.107162029,0.338152915,0.658408165,-0.107231922,0.347029239,0.697640002,-0.096551217
U,0.313525468,0.809092045,4.59E-07,0.350345075,0.775904655,-0.019994602,0.36144805,0.715799749,-0.027688336,0.339180261,0.677750289,-0.035957042,0.309456915,0.660677254,-0.042702883,0.34789297,0.627340674,-0.012796802,0.349517882,0.554171026,-0.029175926,0.349662781,0.508286834,-0.038840737,0.346123368,0.471483469,-0.043697838,0.320225239,0.630516112,-0.016767409,0.321644008,0.546855927,-0.035309289,0.325792402,0.494135499,-0.045901358,0.326055437,0.452761531,-0.049262486,0.29443118,0.652654052,-0.02375154,0.297247291,0.622677386,-0.053107735,0.313042641,0.66324228,-0.058683537,0.319868714,0.693741798,-0.052282903,0.27077499,0.685124636,-0.03222898,0.281688035,0.666636348,-0.053180441,0.298615426,0.692824781,-0.052275218,0.307002544,0.714824915,-0.045566194
U,0.327924192,0.8051126,4.24E-07,0.363153964,0.772271991,-0.015908735,0.377346098,0.71696341,-0.022318488,0.361861885,0.680111527,-0.030022282,0.335497797,0.660865545,-0.036492072,0.368508458,0.63470006,-0.008110436,0.374420404,0.567659676,-0.023096962,0.37679103,0.525258541,-0.032015454,0.375172824,0.490302742,-0.036421474,0.343208283,0.636850834,-0.01354852,0.349467278,0.558587909,-0.031011458,0.355270326,0.51062721,-0.040858034,0.35680747,0.471685797,-0.043768272,0.317837715,0.657344937,-0.021739289,0.322302997,0.628628314,-0.050456278,0.335207343,0.669824541,-0.055712,0.340699345,0.698814392,-0.049189631,0.29420644,0.688073575,-0.030917412,0.304389089,0.668810904,-0.051040061,0.318913877,0.696744323,-0.04928495,0.325420707,0.718846202,-0.042146496
U,0.301302969,0.780930042,3.42E-07,0.330237269,0.751653552,-0.015396038,0.333920747,0.699784815,-0.019779131,0.312405676,0.668680072,-0.024652401,0.2886886,0.653957725,-0.028050572,0.329076439,0.634251535,-0.006440092,0.327192307,0.573437929,-0.018691611,0.325564682,0.535874605,-0.02585117,0.320600629,0.505551755,-0.029580444,0.30741024,0.635597348,-0.008955391,0.307071686,0.568502545,-0.023439426,0.308221221,0.526655436,-0.031961687,0.306403041,0.491689205,-0.034653343,0.287618428,0.652402282,-0.014107734,0.283075899,0.624705553,-0.037587676,0.294755369,0.655824482,-0.042948078,0.301770568,0.678602874,-0.038360663,0.270501912,0.677087605,-0.020435069,0.275898218,0.664231956,-0.038183451,0.288635284,0.68255192,-0.039414469,0.29679656,0.696453393,-0.035388425
U,0.265460432,0.921943188,9.11E-07,0.330233723,0.851803005,-0.035054706,0.357870996,0.738308668,-0.051608846,0.319732428,0.664143085,-0.06985084,0.263312817,0.643859208,-0.086165085,0.316395342,0.58323288,-0.027128125,0.321879178,0.451981902,-0.060100615,0.321615547,0.368560344,-0.079668112,0.315216452,0.299837112,-0.090088025,0.265431494,0.5933218,-0.0365947,0.273269445,0.440425396,-0.074463062,0.278709173,0.341493279,-0.095562905,0.276709348,0.264561951,-0.103165567,0.219508857,0.637781322,-0.051057752,0.22336854,0.571158469,-0.108925723,0.257017076,0.643962681,-0.120212711,0.276544094,0.703729749,-0.108929746,0.178623408,0.703490734,-0.067769304,0.198486209,0.66381073,-0.110771284,0.237044305,0.709791362,-0.111001208,0.261931658,0.752815008,-0.099495746
V,0.353182852,0.915613413,8.53E-07,0.415775537,0.858426213,-0.034155536,0.443746686,0.767996371,-0.050226495,0.409637153,0.709078074,-0.067639798,0.361999631,0.674046934,-0.082268409,0.425303191,0.612232208,-0.024284976,0.44472599,0.482790828,-0.056321789,0.457249761,0.402776867,-0.074828163,0.461144865,0.337694764,-0.083620161,0.375864565,0.615811765,-0.032604881,0.378116369,0.467360854,-0.067729883,0.38372317,0.375321031,-0.088513777,0.382732242,0.303322434,-0.095674582,0.33025986,0.653251708,-0.045885678,0.33304897,0.608467281,-0.097442314,0.362085998,0.671862841,-0.108251274,0.376352012,0.718521953,-0.097846597,0.289093673,0.708742619,-0.061614156,0.305728018,0.682305515,-0.096429594,0.331947893,0.726425469,-0.093348779,0.344369411,0.762435138,-0.080511987
V,0.340240866,0.852957428,4.97E-07,0.374806285,0.816174984,-0.021226354,0.385713428,0.764699578,-0.031671591,0.367901832,0.733635366,-0.042798989,0.342360407,0.715301394,-0.052169476,0.373538852,0.663098574,-0.016612627,0.388910204,0.584363401,-0.035110101,0.397108376,0.535437465,-0.045609836,0.40012151,0.496988893,-0.050372325,0.339086175,0.66865629,-0.02090431,0.322200656,0.578439832,-0.042835344,0.314035416,0.523652554,-0.055663787,0.305250078,0.482162833,-0.0595938,0.310763329,0.696065843,-0.027630603,0.316052645,0.675007343,-0.059539914,0.336479604,0.714137435,-0.065445744,0.345646173,0.744712353,-0.057836954,0.288972557,0.732415795,-0.035768036,0.298449337,0.716004312,-0.057250902,0.31548962,0.743505776,-0.053964462,0.323759288,0.767855227,-0.04416189
V,0.345220387,0.807366788,4.42E-07,0.37389487,0.776336789,-0.019127782,0.383604497,0.730313778,-0.02766869,0.365456939,0.702901423,-0.03667542,0.340864062,0.687638223,-0.044101015,0.377587795,0.642978668,-0.011924962,0.392921358,0.576395988,-0.026811428,0.40193826,0.534440577,-0.035767138,0.406225532,0.501877189,-0.039935015,0.348040968,0.646238029,-0.015111702,0.334913552,0.567299306,-0.032663967,0.328966171,0.519996881,-0.043652914,0.322832048,0.483430952,-0.047186691,0.32333374,0.668787658,-0.020710353,0.326564312,0.651359797,-0.048067495,0.340471894,0.687431574,-0.054091588,0.34569034,0.7128703,-0.04816537,0.303676307,0.699278057,-0.027549654,0.31110701,0.684334815,-0.046416212,0.324931055,0.709867835,-0.044060279,0.331944764,0.731423914,-0.036001638
V,0.322167903,0.846046031,8.36E-07,0.362617254,0.809348762,-0.039170753,0.384064525,0.751352191,-0.060931697,0.34200418,0.72795558,-0.082308903,0.295491368,0.71654737,-0.101362988,0.366021037,0.602743804,-0.034848459,0.384792089,0.495181084,-0.069919378,0.399001241,0.426853746,-0.089727908,0.405937016,0.372280419,-0.098760985,0.315930188,0.606023192,-0.038655348,0.290480912,0.483174086,-0.078571133,0.278040886,0.408074439,-0.101319492,0.266031802,0.34430331,-0.108086564,0.277788579,0.639732242,-0.046891876,0.275523186,0.639491856,-0.099641971,0.301823229,0.698261261,-0.111218877,0.317332894,0.73063457,-0.100563034,0.248664811,0.686905205,-0.057756528,0.2556189,0.689816117,-0.089664802,0.278866798,0.730651319,-0.085565336,0.293907046,0.753487706,-0.071852356
V,0.338183373,0.797507465,7.22E-07,0.381533325,0.75958693,-0.033447962,0.399471551,0.70249939,-0.051619075,0.368386805,0.670802355,-0.069839768,0.329829186,0.649979711,-0.085788123,0.38776958,0.567708671,-0.027407521,0.410266936,0.469999701,-0.055976279,0.424357593,0.407064378,-0.072703205,0.432577193,0.357997835,-0.08060389,0.344927013,0.570740581,-0.03140571,0.327420831,0.456782222,-0.063931257,0.318802893,0.385988533,-0.083188064,0.310620308,0.328827024,-0.089617655,0.309826821,0.601981044,-0.039296601,0.308475524,0.582419336,-0.084545135,0.328886896,0.638643801,-0.093624577,0.339747548,0.674849272,-0.08402507,0.282101095,0.645781279,-0.049454276,0.284191936,0.629449666,-0.078956723,0.302479386,0.66639936,-0.075352103,0.313818574,0.692527771,-0.063146822
